"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDL231C",295.928331791147,-1.45512153877413,0.217586988262118,47.6685280755649,4.45564568422794e-11,3.19285049274675e-10
"YDL232W",27.9096389525365,1.24156000900157,0.384357257752863,10.4826616754688,0.00529320774570908,0.0101909858170991
"YDL233W",31.1755388236292,-0.231696077334048,0.325119844254224,0.76300301003289,0.682835358378878,0.722683819494648
"YDL234C",188.34249048762,0.476752321821216,0.173571705879992,8.81643546412968,0.012176861431307,0.0214933126375368
"YDL235C",39.8285518026056,-0.703112674101098,0.33995714823599,4.59249345812479,0.100635849386813,0.139466096933234
"YDL236W",135.426253099434,-1.48495501903829,0.292155660858241,25.518005228947,2.87630919706518e-06,1.06632131494984e-05
"YDL237W",148.987905390363,-1.39588245053042,0.269962143191165,41.0590610139228,1.21377499059491e-09,7.36031150127522e-09
"YDL238C",59.5547130259019,-2.77756269640003,0.322231240731495,96.7352668176586,9.86742213078121e-22,2.04879761273747e-20
"YDL239C",302.72965767815,-1.44732990638846,0.354577687210808,41.2088375503505,1.12619766644032e-09,6.87179386085494e-09
"YDL240W",76.5184271237259,-0.572979014664437,0.278778596620434,4.46814924773193,0.107091183640547,0.146990842109753
"YDL241W",2.57681244414423,-0.271977079226708,1.05768350917155,0.357477024802243,0.836324559308259,0.859433912293691
"YDL242W",3.95005183470403,-0.822310768200223,0.937583583033022,0.794376649299437,0.672207420484595,0.712848006274586
"YDL243C",658.593453246072,2.32145156384335,0.253675851360379,273.26634518522,4.58107179458049e-60,6.56545801584268e-58
"YDL244W",8.43088907909593,-0.754335025777648,0.828446429469079,3.92237288696121,0.140691399466205,0.185901206040796
"YDL245C",65.5730245007896,-0.475400266173173,1.84110663929635,2.18168982258528,0.335932540568927,0.393528630060409
"YDL246C",10.9018893237626,1.8969787470816,3.03299672601566,3.8399879446552,NA,NA
"YDL247W",19.3434504429077,1.29555732338961,1.56797515364358,1.03664490586392,0.595518721179515,0.642775166357611
"YDL248W",109.944114347849,0.469455546783268,0.227955550734151,4.27250988230217,0.118096293445701,0.160113940998371
"YDR001C",693.897946724037,0.310914323471419,0.18378348778457,50.3574818871199,1.16148002951051e-11,8.93305844686354e-11
"YDR002W",421.374452119075,1.16085878731298,0.193925477854093,36.2577017370192,1.33887522270861e-08,7.06849129257484e-08
"YDR003W",72.0648715905703,-0.0287695839157022,0.307277869778758,7.31055382090007,0.0258543371556895,0.0417592317555887
