"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YBL005W-A",4.9994085131234,-3.30762901938963,1.78990815731578,3.62009947172704e-05,0.000229964372928304
"YBL006C",78.2444899411933,-0.0877396911570197,0.211977550663694,0.662515583937161,0.763101949470276
"YBL007C",289.747936080462,0.96373160861887,0.187887401857112,7.71031468575563e-08,8.79724448417477e-07
"YBL008W",52.0688381753118,-0.612532550487266,0.280012795520201,0.0159257395025571,0.0414069227066486
"YBL008W-A",1.28808851003054,0.48795356365632,0.830982329555001,0.123409847827293,0.216593866736312
"YBL009W",20.5647919778517,0.593104195231475,0.368092426989403,0.0566138463088277,0.115628418808019
"YBL010C",21.9120350453267,-0.408010455557331,0.353142067361073,0.177598199227016,0.287246633266706
"YBL011W",114.135366169998,1.12480531306994,0.285064397229545,1.18450801598822e-05,8.60342287014435e-05
"YBL013W",4.67844383130823,0.472809535194889,0.58783602638984,0.206185772384178,0.323251760546807
"YBL014C",57.1042627369745,-0.444519657721315,0.268509521661609,0.0706681181751839,0.138746897848404
"YBL015W",366.840364167629,0.893225088222641,0.199845435106082,2.50616511546547e-06,2.10977452986749e-05
"YBL016W",26.4650651207782,0.0318004325355669,0.300824634583357,0.906102249818402,0.937369158438896
"YBL017C",423.868705049135,-0.274205364787438,0.1928608911358,0.137313665574822,0.235751882388413
"YBL018C",32.5014186085827,-0.223035514711009,0.316022907122564,0.425300683821203,0.557329798870069
"YBL019W",49.0923432511026,-0.408916032369413,0.28793626046546,0.116098644957932,0.207291290724037
"YBL020W",121.515543652839,-0.762663356025446,0.223694816961287,0.000280838928807935,0.00138708695307257
"YBL021C",45.3994670850559,-0.47725136038367,0.259071375764718,0.0455576911087821,0.097026818758682
"YBL022C",388.22664968396,1.00342284438691,0.161017512917204,1.10563715114095e-10,2.15123307950472e-09
"YBL023C",39.5280895329021,-0.689308575528689,0.323740255832932,0.0152752951303627,0.040088268953109
"YBL024W",81.5332800995877,-0.0378342727052087,0.21827731512741,0.854514983214922,0.905818139406555
"YBL025W",14.8055845030176,-0.825644931930409,0.476616554783061,0.022732290513662,0.0553147454269424
"YBL026W",45.1530773506344,0.387443105867153,0.320553228794,0.170321353596361,0.278466408940517
"YBL027W",620.902329863415,-0.99191305922966,0.152880122731577,2.1667958301537e-11,4.73311981337663e-10
"YBL028C",73.2664752138629,0.510083176774869,0.295346609897455,0.054527076409349,0.112421438940819
"YBL029C-A",117.337944826967,0.844010764195113,0.270544511467791,0.000618266012863553,0.00273770240511397
"YBL029W",358.522913631766,0.520838982961257,0.283899016414296,0.0428013572613683,0.092565614747074
"YBL030C",481.131314147012,-0.026347526970049,0.150857380283561,0.857673120381429,0.907724649740864
"YBL031W",7.39527416185327,0.119437577219671,0.461151982090247,0.732544948712219,0.818177935493822
"YBL032W",44.1310852804588,0.780263864039186,0.287760895760046,0.00262052416408039,0.00940061049336775
"YBL033C",195.477552836017,0.254869524143716,0.210916257062753,0.202671669726368,0.318677744530944
"YBL034C",90.5963512416315,-0.222859354837073,0.229732573523989,0.301598725773309,0.433087515308886
"YBL035C",29.7973910554585,0.111202851865626,0.297658010918933,0.677487552113526,0.773444114283869
"YBL036C",105.62666917412,-0.560507892770171,0.227336414270236,0.00860990218337203,0.0252328105882763
"YBL037W",34.7550831491546,-0.208985895724812,0.303674355982894,0.441412301661281,0.571433946808038
"YBL038W",151.138345424973,0.507705373422386,0.231486735740233,0.0192054358845121,0.0481652331444273
"YBL039C",45.6079792801275,-1.00111695173711,0.36453506991257,0.00120881038247206,0.00484521814810706
"YBL039W-B",37.4498580488024,1.53264207615277,0.342503058818771,2.72281376903728e-07,2.83172631979877e-06
"YBL040C",89.0492480444075,-0.238794670675898,0.206356597143588,0.223557841431967,0.344460068150777
"YBL041W",445.292769690585,0.823853855124963,0.166084873699367,2.74584323267996e-07,2.85063159632993e-06
"YBL042C",74.4730653616617,-0.67219163002753,0.261298509104233,0.00509366068887015,0.0162930594489935
"YBL043W",116.970621013949,-0.290706341041637,0.25053686358162,0.210852386522939,0.32960059143623
"YBL045C",954.505652672171,0.344648205414134,0.122585809525042,0.00421190291321153,0.0137809944489607
"YBL046W",39.514458694021,0.254055560968171,0.283535465633967,0.323377815833113,0.455334809191991
"YBL047C",379.111723499056,0.75820722116581,0.168080256761923,2.92475984094531e-06,2.42083598682553e-05
"YBL048W",185.030307408688,1.13510181753428,0.247033420466893,6.42486321068408e-07,6.09894930952821e-06
"YBL049W",266.906723232077,-0.347112890349783,0.20989338771957,0.081286571267409,0.155279549014075
"YBL050W",211.022791389983,-0.157054795796091,0.175950090572697,0.354643832561822,0.487344985999361
"YBL051C",238.975026317627,0.469649217595861,0.213535156704656,0.0201006726125885,0.0499414597342791
"YBL052C",73.6097332183392,0.614740092093262,0.356923430715761,0.0436760490748444,0.0939730737326202
